CVE-2017-12452,2.29,2.3,bfd_mach_o_canonicalize_relocs,bfd_mach_o_arm_canonicalize_one_reloc,bfd_mach_o_arm64_canonicalize_one_reloc,bfd_mach_o_i386_canonicalize_one_reloc,bfd_mach_o_x86_64_canonicalize_one_reloc,_bfd_vms_slurp_eihd,_bfd_vms_slurp_eeom,_bfd_vms_slurp_egsd,image_set_ptr,alpha_vms_slurp_relocs,,
CVE-2017-12451,2.29,2.3,_bfd_strntol,_bfd_strntoll,GET_VALUE_IN_FIELD,EQ_VALUE_IN_FIELD,_bfd_xcoff_slurp_armap,_bfd_xcoff_archive_p,_bfd_xcoff_read_ar_hdr,_bfd_xcoff_openr_next_archived_file,_bfd_xcoff_stat_arch_elt,,,
CVE-2017-12450,2.29,2.3,bfd_mach_o_canonicalize_relocs,bfd_mach_o_arm_canonicalize_one_reloc,bfd_mach_o_arm64_canonicalize_one_reloc,bfd_mach_o_i386_canonicalize_one_reloc,bfd_mach_o_x86_64_canonicalize_one_reloc,_bfd_vms_slurp_eihd,_bfd_vms_slurp_eeom,_bfd_vms_slurp_egsd,image_set_ptr,alpha_vms_slurp_relocs,,
CVE-2017-12449,2.29,2.3,bfd_mach_o_read_symtab_strtab,nlm_swap_auxiliary_headers_in,bfd_make_section_with_flags,bfd_make_section_with_flags,evax_bfd_print_emh,,,,,,,
CVE-2017-12448,2.29,2.3,bfd_generic_archive_p,,,,,,,,,,,
CVE-2017-9955,2.28,2.29,get_build_id,,,,,,,,,,,
CVE-2017-9954,2.28,2.29,getvalue,,,,,,,,,,,
CVE-2017-9756,2.28,2.29,aarch64_ext_ldst_reglist,,,,,,,,,,,
CVE-2017-9755,2.28,2.29,OP_E_register,,,,,,,,,,,
CVE-2017-9754,2.28,2.29,versados_mkobject,process_otr,,,,,,,,,,
CVE-2017-9753,2.28,2.29,versados_mkobject,process_otr,,,,,,,,,,
CVE-2017-9752,2.28,2.29,_bfd_vms_get_value,_bfd_vms_slurp_etir,,,,,,,,,,
CVE-2017-9748,2.28,2.29,ieee_object_p,,,,,,,,,,,
CVE-2017-9747,2.28,2.29,ieee_archive_p,,,,,,,,,,,
CVE-2017-9746,2.28,2.29,disassemble_bytes,,,,,,,,,,,
CVE-2017-9745,2.28,2.29,_bfd_vms_slurp_etir,,,,,,,,,,,
CVE-2017-9744,2.28,2.29,sh_elf_set_mach_from_flags,,,,,,,,,,,
CVE-2017-9743,2.28,2.29,print_insn_score32,,,,,,,,,,,
CVE-2017-9044,2.28,2.29,print_symbol_for_build_attribute,,,,,,,,,,,
CVE-2017-9043,2.28,2.29,print_gnu_build_attribute_name,,,,,,,,,,,
CVE-2017-9042,2.28,2.29,process_dynamic_section,process_mips_specific,,,,,,,,,,
CVE-2017-9041,2.28,2.29,process_mips_specific,,,,,,,,,,,
CVE-2017-9040,2.28,2.29,process_dynamic_section,process_mips_specific,,,,,,,,,,
CVE-2017-9039,2.28,2.29,get_program_headers,,,,,,,,,,,
CVE-2017-9038,2.28,2.29,get_unwind_section_word,,,,,,,,,,,
CVE-2017-8421,2.28,2.29,dump_relocs_in_section,,,,,,,,,,,
CVE-2017-8398,2.28,2.29,process_extended_line_op,fetch_indirect_string,fetch_indirect_line_string,fetch_indexed_string,,,,,,,,
CVE-2017-8397,2.28,2.29,bfd_perform_relocation,,,,,,,,,,,
CVE-2017-8396,2.28,2.29,reloc_offset_in_range,bfd_perform_relocation,bfd_install_relocation,_bfd_final_link_relocate,,,,,,,,
CVE-2017-8395,2.28,2.29,bfd_init_section_compress_status,,,,,,,,,,,
CVE-2017-8394,2.28,2.29,lcomm_sym,_bfd_elf_large_com_section,,,,,,,,,,
CVE-2017-8392,2.28,2.29,_bfd_dwarf2_find_nearest_line,,,,,,,,,,,
CVE-2017-7304,2.28,2.29,copy_special_section_fields,,,,,,,,,,,
CVE-2017-7303,2.28,2.29,find_link,,,,,,,,,,,
CVE-2017-7302,2.28,2.29,find_link,,,,,,,,,,,
CVE-2017-7301,2.28,2.29,aout_link_add_symbols,,,,,,,,,,,
CVE-2017-7300,2.28,2.29,aout_link_add_symbols,,,,,,,,,,,
CVE-2017-7299,2.28,2.29,bfd_elf_final_link,,,,,,,,,,,
CVE-2017-7226,2.28,2.29,pe_ILF_object_p,,,,,,,,,,,
CVE-2017-7225,2.28,2.29,find_nearest_line,,,,,,,,,,,
CVE-2017-7224,2.28,2.29,find_nearest_line,,,,,,,,,,,
CVE-2017-7223,2.28,2.29,do_scrub_chars,,,,,,,,,,,
CVE-2017-7210,2.28,2.29,parse_stab_enum_type,parse_number,,,,,,,,,,
CVE-2017-7209,2.28,2.29,dump_section_as_bytes,load_specific_debug_section,,,,,,,,,,
CVE-2017-6969,2.28,2.29,cu_tu_indexes_read,load_cu_tu_indexes,find_cu_tu_set,,,,,,,,,
CVE-2017-6966,2.28,2.29,target_specific_reloc_handling,apply_relocations,,,,,,,,,,
CVE-2017-6965,2.28,2.29,target_specific_reloc_handling,apply_relocations,,,,,,,,,,
CVE-2014-9939,2.25,2.26,ihex_scan,ihex_read_section,ihex_bad_byte,srec_bad_byte,,,,,,,,
CVE-2014-8738,2.24,2.25,_bfd_slurp_extended_name_table,,,,,,,,,,,
CVE-2014-8737,2.24,2.25,is_valid_archive_path,extract_file,copy_archive,,,,,,,,,
CVE-2014-8504,2.24,2.25,srec_bad_byte,srec_scan,,,,,,,,,,
CVE-2014-8503,2.24,2.25,ihex_scan,,,,,,,,,,,
CVE-2014-8502,2.24,2.25,bfd_section_from_shdr,pe_print_edata,,,,,,,,,,
CVE-2014-8501,2.24,2.25,_bfd_XXi_swap_aouthdr_in,,,,,,,,,,,
CVE-2014-8485,2.24,2.25,setup_group,,,,,,,,,,,
CVE-2014-8484,2.24,2.25,srec_scan,,,,,,,,,,,
