CVE-2012-2814,0.6.20-2,0.6.20-3,exif_entry_format_value,
CVE-2012-2840,0.6.20-2,0.6.20-3,exif_convert_utf16_to_utf8,
CVE-2012-2813,0.6.20-2,0.6.20-3,exif_entry_get_value,
CVE-2012-2812,0.6.20-2,0.6.20-3,match_repeated_char,exif_entry_get_value
CVE-2012-2841,0.6.20-2,0.6.20-3,exif_entry_get_value,
CVE-2012-2836,0.6.20-2,0.6.20-3,exif_data_load_data,
CVE-2012-2837,0.6.20-2,0.6.20-3,mnote_olympus_entry_get_value,
